property_id,lat,lng,addr_street,suburb,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,House_report,Median_house_price,House_quarterly_growth,House_twelve_month_growth,House_average_annual_growth
4822,-37.865744,144.81675,10 Wren Street,ALTONA,19925,0.2933802764811441,Not available,0,"Altona is an average performer in VIC when comparing  median price capital growth over the last year. Altona gave property investors  a  average capital gain  figure when compared to the rest of the state, with 22.87%.
Comparing Altona,3018 ‘s 5year and quarterly average capital gain offered to property investors, it performed less well across the longer period
LACK OF BUYER INTEREST may well be the reason that Altona  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC
Residents and property investors in Altona have been waiting around 57.5 days to sell a property.
","$1,120,000",10.87%,22.87%,10.02%
29734,-37.765198,144.997654,23 Beaconsfield Parade,NORTHCOTE,20015,0.13296437374282874,28,1,"Northcote  has had a quite poor year for property investment returns compared to the rest of VIC, giving investors a capital gain of 14.89% to date . 
Northcote,3070 was ranked 642 in Australia by increase in median property value over the quarter.
When looking to buy, or assessing what properties are really achieving at sale, it's essential for property investors to take into account what discounts are being offered in Northcote, 3070.  Typically our figures indicate that -2.27% is being offered, which puts this VIC suburb at 2188th most discounted overall in Australia.
Northcote, 3070’s gross rental yield is 5.43%
","$1,705,000",10.41%,14.89%,5.51%
16857,-37.69982147,144.9424439,23 Sadie Street,GLENROY,19961,1.4502703941056985,30,1,"Glenroy is in the bottom 30% in VIC when comparing  median price capital growth over the last year. Glenroy gave property investors  a  disappointing capital gain  figure when compared to the rest of the state, with 16.90%.
Data for the last quarter indicates that, in the short term at least, the capital value growth rate for property investors in Glenroy has increased when compared to the 5 year average  annual rate.
Property investors looking for a bargain in Glenroy should be aiming for at least -5.44% off the asking price, which is the average vendor discount  being achieved at the moment.
On average over the past year, suburb has had 21.33 sales per month, which equates to 256 per year.
A  $370 per week rent on the median house gives suburb investors a gross yield of circa 4.64%, without taking into account capital value appreciation, which has been averaging out at  3.20%.
","$825,000",12.47%,16.90%,3.20%
60213,-37.819219,145.210254,7 Forster Street,MITCHAM,19901,0.22565166005679319,32,1,"Property value increases in Mitcham  have tracked just higher than  the VIC average of 22.78% over the last 12 months.
Over the longer term, Mitcham has seen property prices  show investors a 17.92% return over the last 3 years. This is an improvement over the last 12 months
Property investors looking for a bargain in Mitcham should be aiming for at least 0.00% off the asking price, which is the average vendor discount  being achieved at the moment.
Advertised rents are around the  $400 mark per week – giving a return of 3.33% based on the median price in Suburb
","$1,192,000",13.64%,31.30%,7.82%
75857,-37.90186691,145.1050415,191 Huntingdale Road,OAKLEIGH,19916,1.0453876002249933,27,1,"With a capital gain of 35.94% for the last 12 months, Oakleigh, 3166 has  performed  for property investments than its average annual 2.11% property  growth over the last 5 years.
The five-year average increase in median property values for Oakleigh,3166 has given property investors a potential capital gain of 35.61% across each of those five years.
Oakleigh3166 is  located in VIC  which offers an average discount of -1.95% to property investors.  Oakleigh itself is showing figures that indicate -7.14% is the average achievable by property buyers investing in the suburb.
On average over the past year, suburb has had 5.25 sales per month, which equates to 63 per year.
Oakleigh, 3166’s gross rental yield is 9.91%
","$1,360,000",12.10%,35.94%,2.11%
44101,-37.71033900000001,145.09551399999995,107 Delta Road,GREENSBOROUGH,19984,1.0344624908090143,41,1,"Property value increases in Greensborough  have tracked lower than  the VIC average of 22.78% over the last 12 months.
When looking at the potential capital gains offered to property investors over the last 3 years, Greensborough comes in at number 343th in VIC.
State is the 6th most discounted Australian state or territory in this month’s figures with an average Vendor Discount of -1.95% offered to property buyers. Sellers in Greensborough itself are offering an average vendor discount of  0.00% to real estate investors.
Often selling an investment property can take time, and in Greensborough the average time real estate has been on the market is 49.9091 days.
","$963,000",9.78%,9.78%,6.56%
68257,-37.850403,145.01556399999996,10 Clendon Road,ARMADALE,19946,0.15124843437194177,14,1,"Armadale, 3143 ranked 228th in VIC when comparing growth in median property values or capital gain over the last 12 months. Armadale is one of 2099 in our list for VIC
Armadale,3143 was ranked 404 in Australia by increase in median property value over the quarter.
Our latest figures would indicate that property sellers in Armadale are currently offering property investors an average price cut of 0.00% below the asking price at the moment. 
Advertised rents are around the  $775 mark per week – giving a return of 2.15% based on the median price in Suburb
","$2,550,000",13.29%,29.31%,9.35%
69409,-37.868223,145.101718,1/7A Jordan Street,ASHWOOD,19840,1.0906103318764584,Not available,0,"If you compare the increase in value of investment property in  Ashwood, 3147  to the rest of Australia, it performed very well. The median increase in value, or capital gain property investors experienced for this VIC suburb was 26.78%.
Over the longer term, Ashwood has seen property prices  show investors a 27.33% return over the last 3 years. This is worse than over the last 12 months
State is the 6th most discounted Australian state or territory in this month’s figures with an average Vendor Discount of -1.95% offered to property buyers. Sellers in Ashwood itself are offering an average vendor discount of  0.00% to real estate investors.
","$1,390,000",12.02%,26.78%,8.82%
34635,-37.729264,145.021386,30 Ashton Street,RESERVOIR,20011,1.641574462324841,36,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%.
Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases.
LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC
On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year.
With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%
","$915,000",10.46%,0.00%,55.59%
81850,-37.997578,145.240079,17 Oak Avenue,DOVETON,19888,2.7943220452619926,45,1,"Investment property in Doveton has done not badly for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 22.73%
Taking the average capital gain, or increase in median house value,  Doveton,3177 has racked up an average of 22.73% over the period. This ranks it number 858th in the whole country for real estate investors looking at median house price increases.
When looking to buy, or assessing what properties are really achieving at sale, it's essential for property investors to take into account what discounts are being offered in Doveton, 3177.  Typically our figures indicate that 0.00% is being offered, which puts this VIC suburb at 2335th most discounted overall in Australia.
Residents and property investors in Doveton have been waiting around 39.4167 days to sell a property.
Doveton is 613th on a list of best yielding suburbs for rents in VIC with a 1.93% return
","$576,500",10.20%,22.73%,9.36%
94198,-38.07675070000001,145.1290591,38 Walkers Road,CARRUM,19858,0.6175791526262384,58,1,"If you compare the increase in value of investment property in  Carrum, 3197  to the rest of Australia, it performed quite well. The median increase in value, or capital gain property investors experienced for this VIC suburb was 24.22%.
Across a shorter period, Carrum, 3197 has seen a median price increase of 11.22% over the last quarter. 
At number 376th of VIC’s most discounted properties, Carrum is in the TOP 20% of the state/territory when listing in order of most discounted to least.
With the median price for a house in Carrum being  $967000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%
","$967,000",11.22%,24.22%,12.73%
88987,-37.94860077,145.0347748,69 Tibrockney Street,HIGHETT,19872,0.6232860518154,36,1,"At number 1600th in the list of Australian suburbs  ordered by increase in median house value over the last year,  Highett, 3190 is in the top 40% with a property value increase of 19.54% recorded in median house prices.
A 43.38% growth in median value for property investors in Highett,3190 puts this suburb at number 467th in terms of best performing suburbs in VIC
The most recent median price for Highett is $1547500, with sellers offering an average of -3.06% off the asking price.
Advertised rents are around the  $550 mark per week – giving a return of 3.67% based on the median price in Suburb
","$1,547,500",9.86%,19.54%,7.35%
84963,-37.880981,144.989628,43 Scott Street,ELWOOD,19955,0.7496272151330464,Not available,0,"Elwood  has had a pretty average year for property investment returns compared to the rest of VIC, giving investors a capital gain of 22.54% to date . 
Taking the average capital gain, or increase in median house value,  Elwood,3184 has racked up an average of 22.54% over the period. This ranks it number 1779th in the whole country for real estate investors looking at median house price increases.
Vendor discounting in Elwood is giving property investors an average Vendor Discount of around 0.00%. This puts suburb at number 376th in VIC when ranking the most discounted suburbs.
In the last year 129 properties changed hands in Elwood, which puts it as the 235th most active market in VIC when comparing the number of sales per suburb.
Elwood is 235th on a list of best yielding suburbs for rents in VIC with a 4.02% return
","$2,137,500",13.07%,22.54%,4.25%
85036,-37.878653,144.987004,59 Byron Street,ELWOOD,19955,0.7853189548564913,Not available,0,"Elwood  has had a pretty average year for property investment returns compared to the rest of VIC, giving investors a capital gain of 22.54% to date . 
Taking the average capital gain, or increase in median house value,  Elwood,3184 has racked up an average of 22.54% over the period. This ranks it number 1779th in the whole country for real estate investors looking at median house price increases.
Vendor discounting in Elwood is giving property investors an average Vendor Discount of around 0.00%. This puts suburb at number 376th in VIC when ranking the most discounted suburbs.
In the last year 129 properties changed hands in Elwood, which puts it as the 235th most active market in VIC when comparing the number of sales per suburb.
Elwood is 235th on a list of best yielding suburbs for rents in VIC with a 4.02% return
","$2,137,500",13.07%,22.54%,4.25%
88207,-37.943342,145.048525,4 Rhonda Court,MOORABBIN,19872,0.8131817912984605,36,1,"VIC has seen average median house prices change by 22.78% which means that Moorabbin, 3189  has done well for property investors by showing a capital gain of 22.08% over the last year
A 30.43% growth in median value for property investors in Moorabbin,3189 puts this suburb at number 322th in terms of best performing suburbs in VIC
Property buyers and investors in Moorabbin 3189 should be seeing an average reduction in asking price of around 0.00% . This means that Moorabbin is holding prices well when compared to other suburbs in VIC.
Moorabbin, 3189’s gross rental yield is 2.17%
","$1,330,000",11.11%,22.08%,9.72%
18815,-37.676486,144.936437,4 KIEWA CRESCENT,DALLAS,19960,1.4718977510817488,34,1,"VIC has seen average median house prices change by 22.78% which means that Dallas, 3047  has done well for property investors by showing a capital gain of 37.86% over the last year
Dallas,3047 has offered an average of 37.86% return per annum in house price rises to property investors over the last three years.
Property buyers and investors in Dallas 3047 should be seeing an average reduction in asking price of around 0.00% . This means that Dallas is holding prices well when compared to other suburbs in VIC.
Often selling an investment property can take time, and in Dallas the average time real estate has been on the market is 42.6364 days.
Situated  16.11km from the CBD, Dallas is one of  Hume (C) localities in the postcode 3047.
","$510,000",10.94%,37.86%,1.85%
45824,-37.719357,145.128903,138 Rattray Road,MONTMORENCY,19986,0.7921329154108496,47,1,"At number 96th in the list of Australian suburbs  ordered by increase in median house value over the last year,  Montmorency, 3094 is in the top 10% with a property value increase of 43.59% recorded in median house prices.
While Montmorency,3094 ranked number 472th in VIC for increase in median house value (annualised) increase, it is ranked 411th over the last 5 years.
Property buyers and investors in Montmorency 3094 should be seeing an average reduction in asking price of around -5.97% . This means that Montmorency is holding prices well when compared to other suburbs in VIC.
On average over the past year, suburb has had 9.42 sales per month, which equates to 113 per year.
A  $0 per week rent on the median house gives suburb investors a gross yield of circa 0.00%, without taking into account capital value appreciation, which has been averaging out at  4.54%.
","$1,025,000",9.80%,43.59%,4.54%
14917,-37.744391,144.911372,"Unit 3,13 Winifred Street",ESSENDON,20036,0.898644612611151,19,1,"Investment property in Essendon has done not badly for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 21.87%
A 56.82% growth in median value for property investors in Essendon,3040 puts this suburb at number 223th in terms of best performing suburbs in VIC
State is the 6th most discounted Australian state or territory in this month’s figures with an average Vendor Discount of -1.95% offered to property buyers. Sellers in Essendon itself are offering an average vendor discount of  -2.33% to real estate investors.
Essendon is 185th on a list of best yielding suburbs for rents in VIC with a 4.27% return
","$1,700,000",12.31%,21.87%,6.76%
10038,-37.7844,144.929137,13 Eltham Street,FLEMINGTON,20040,0.32619812559213096,10,1,"Flemington is an average performer in VIC when comparing  median price capital growth over the last year. Flemington gave property investors  a  average capital gain  figure when compared to the rest of the state, with 21.83%.
When looking at the potential capital gains offered to property investors over the last 3 years, Flemington comes in at number 31th in VIC.
State is the 6th most discounted Australian state or territory in this month’s figures with an average Vendor Discount of -1.95% offered to property buyers. Sellers in Flemington itself are offering an average vendor discount of  -4.34% to real estate investors.
On average over the past year, suburb has had 6.92 sales per month, which equates to 83 per year.
","$1,271,000",12.22%,21.83%,9.39%
29106,-37.802376,144.996228,69 Yarra Street,ABBOTSFORD,19976,0.32371345245800337,17,1,"Giving property investors a a solid capital  gain of 26.64%  for the last year, Abbotsford, 3067 is  the 835th highest performer in  Australia in this respect.
A 44.16% growth in median value for property investors in Abbotsford,3067 puts this suburb at number 107th in terms of best performing suburbs in VIC
LACK OF BUYER INTEREST may well be the reason that Abbotsford  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC
Advertised rents are around the  $0 mark per week – giving a return of 0.00% based on the median price in Suburb
","$1,297,500",14.17%,26.64%,7.51%
17001,-37.708887,144.92140700000004,3 Lewis Street,GLENROY,20032,0.6086838731379343,28,1,"Glenroy is in the bottom 30% in VIC when comparing  median price capital growth over the last year. Glenroy gave property investors  a  disappointing capital gain  figure when compared to the rest of the state, with 16.90%.
Data for the last quarter indicates that, in the short term at least, the capital value growth rate for property investors in Glenroy has increased when compared to the 5 year average  annual rate.
Property investors looking for a bargain in Glenroy should be aiming for at least -5.44% off the asking price, which is the average vendor discount  being achieved at the moment.
On average over the past year, suburb has had 21.33 sales per month, which equates to 256 per year.
A  $370 per week rent on the median house gives suburb investors a gross yield of circa 4.64%, without taking into account capital value appreciation, which has been averaging out at  3.20%.
","$825,000",12.47%,16.90%,3.20%
34015,-37.720465,144.999009,17 Wright Street,RESERVOIR,20010,0.8083430553014594,39,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%.
Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases.
LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC
On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year.
With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%
","$915,000",10.46%,0.00%,55.59%
19765,-37.672831,144.893044,5 Lockhart Avenue,ATTWOOD,20030,2.602555549382213,32,1,"Investment property in Attwood has done not badly for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 24.22%
Comparing Attwood,3049 ‘s 5year and quarterly average capital gain offered to property investors, it performed less well across the longer period
The most recent median price for Attwood is $940000, with sellers offering an average of -2.07% off the asking price.
In the last year 42 properties changed hands in Attwood, which puts it as the 519th most active market in VIC when comparing the number of sales per suburb.
Property investors should expect to get  $680 weekly from the median priced house in this suburb.
","$940,000",10.96%,24.22%,4.66%
70310,-37.870545,145.075393,79 Munro Avenue,ASHBURTON,19847,0.4490387243878783,28,1,"Over the last year, property investments in Ashburton, 3147 have given investors a capital gain of 34.65%. This compares very favourably with the 22.78% for VIC as a whole.
Comparing Ashburton,3147 ‘s 5year and quarterly average capital gain offered to property investors, it performed less well across the longer period
Our latest figures would indicate that property sellers in Ashburton are currently offering property investors an average price cut of 0.00% below the asking price at the moment. 
Residents and property investors in Ashburton have been waiting around 38.6818 days to sell a property.
Advertised rents are around the  $295 mark per week – giving a return of 4.29% based on the median price in Suburb
","$1,840,000",10.00%,34.65%,5.91%
19965,-37.796299,144.953631,45 Park Drive,PARKVILLE,19973,1.5422094241282878,5,1,"VIC has seen average median house prices change by 22.78% which means that Parkville, 3052  has done well for property investors by showing a capital gain of 40.38% over the last year
When looking at the potential capital gains offered to property investors over the last 3 years, Parkville comes in at number 561th in VIC.
Vendor discounting in Parkville is giving property investors an average Vendor Discount of around 0.00%. This puts suburb at number 376th in VIC when ranking the most discounted suburbs.
In the last year 25 properties changed hands in Parkville, which puts it as the 635th most active market in VIC when comparing the number of sales per suburb.
With the median price for a house in Parkville being  $2000000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%
","$2,000,000",11.80%,40.38%,8.38%
41999,-37.736303,145.076901,286 Lower Plenty Road,ROSANNA,19936,1.1971191816395117,35,1,"Investment property in Rosanna has done well for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 25.23%
Rosanna,3084 has offered an average of 25.23% return per annum in house price rises to property investors over the last three years.
LACK OF BUYER INTEREST may well be the reason that Rosanna  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 360th in terms of most discounted suburbs in VIC
The VIC suburb of Rosanna, 3084 is in the  Banyule (C) local government area.
","$1,330,000",9.74%,25.23%,0.85%
86602,-37.89264,144.993791,33 Foote Street,BRIGHTON,19953,1.0172436441240698,Not available,0,"Brighton  has had a very poor year for property investment returns compared to the rest of VIC, giving investors a capital gain of 8.42% to date . 
Over the longer term, Brighton has seen property prices  show investors a 14.44% return over the last 3 years. This is worse than over the last 12 months
Vendor discounting in Brighton is giving property investors an average Vendor Discount of around -4.61%. This puts suburb at number 135th in VIC when ranking the most discounted suburbs.
","$3,416,000",9.81%,8.42%,8.42%
86264,-37.917811,145.004655,19 Laburnum Street,BRIGHTON,19951,0.7919893428380945,Not available,0,"Brighton  has had a very poor year for property investment returns compared to the rest of VIC, giving investors a capital gain of 8.42% to date . 
Over the longer term, Brighton has seen property prices  show investors a 14.44% return over the last 3 years. This is worse than over the last 12 months
Vendor discounting in Brighton is giving property investors an average Vendor Discount of around -4.61%. This puts suburb at number 135th in VIC when ranking the most discounted suburbs.
","$3,416,000",9.81%,8.42%,8.42%
35262,-37.707255,145.019322,59 Miranda Road,RESERVOIR,20009,0.8664946925407181,40,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%.
Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases.
LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC
On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year.
With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%
","$915,000",10.46%,0.00%,55.59%
51877,-37.800773,145.169794,3 Ananda Court,DONVALE,19899,2.2525029369565996,27,1,"Property investors who have had real estate in Donvale, 3111 should be pleased with this VIC suburb’s performance compared to the rest of the country. Over the last year it has seen median house prices increase in value by 29.73%
Donvale,3111 has offered an average of 29.73% return per annum in house price rises to property investors over the last three years.
State is the 6th most discounted Australian state or territory in this month’s figures with an average Vendor Discount of -1.95% offered to property buyers. Sellers in Donvale itself are offering an average vendor discount of  -2.19% to real estate investors.
At number 1360 in a list of fastest selling suburbs, Donvale is in the TOP 30% of suburbs in Australia with an average of days on market 23.8289 for properties listed there.
","$1,352,500",11.46%,29.73%,6.56%
15346,-37.740326,144.920639,48 Upland Road,STRATHMORE,20035,0.6910488573622188,21,1,"With a capital gain of 3.67% for the last 12 months, Strathmore, 3041 has  performed  for property investments than its average annual 6.42% property  growth over the last 5 years.
Strathmore,3041 has offered an average of 3.67% return per annum in house price rises to property investors over the last three years.
State is the 6th most discounted Australian state or territory in this month’s figures with an average Vendor Discount of -1.95% offered to property buyers. Sellers in Strathmore itself are offering an average vendor discount of  0.00% to real estate investors.
The VIC suburb of Strathmore, 3041 is in the  Moonee Valley (C) local government area.
","$1,475,000",12.37%,3.67%,6.42%
24737,-37.675,144.961342,37 Sycamore Crescent,CAMPBELLFIELD,19960,1.625363731487888,34,1,"Investment property in Campbellfield has done well for investors when compared to the country as a whole over the last 12 months, with an increase in the median house price of 27.79%
Taking the average capital gain, or increase in median house value,  Campbellfield,3061 has racked up an average of 27.79% over the period. This ranks it number 1551th in the whole country for real estate investors looking at median house price increases.
Property buyers and investors in Campbellfield 3061 should be seeing an average reduction in asking price of around -4.22% . This means that Campbellfield is holding prices well when compared to other suburbs in VIC.
On average over the past year, suburb has had 4.17 sales per month, which equates to 50 per year.
A  $545 per week rent on the median house gives suburb investors a gross yield of circa 4.33%, without taking into account capital value appreciation, which has been averaging out at  4.35%.
","$600,000",11.00%,27.79%,4.35%
2276,-37.778708,144.871268,42 Omar Street,MAIDSTONE,20022,2.401133533025958,16,1,"Over the last year, property investments in Maidstone, 3012 have given investors a capital gain of 16.79%. This compares badly with the 22.78% for VIC as a whole.
Across a shorter period, Maidstone, 3012 has seen a median price increase of 11.53% over the last quarter. 
Vendor discounting in Maidstone is giving property investors an average Vendor Discount of around 0.00%. This puts suburb at number 376th in VIC when ranking the most discounted suburbs.
Residents and property investors in Maidstone have been waiting around 0 days to sell a property.
","$871,000",11.53%,16.79%,8.51%
8211,-37.74736404,144.74452209999995,19 Saxby Court,BURNSIDE,20001,4.777405700475655,30,1,"At number 255th in the list of Australian suburbs  ordered by increase in median house value over the last year,  Burnside, 3023 is in the top 10% with a property value increase of 37.05% recorded in median house prices.
Burnside,3023 has offered an average of 37.05% return per annum in house price rises to property investors over the last three years.
The most recent median price for Burnside is $711000, with sellers offering an average of 0.00% off the asking price.
On average over the past year, suburb has had 3.83 sales per month, which equates to 46 per year.
","$711,000",11.82%,37.05%,7.73%
30417,-37.775129,144.990899,8 Gordon Grove,NORTHCOTE,20017,0.3532758323400502,25,1,"Northcote  has had a quite poor year for property investment returns compared to the rest of VIC, giving investors a capital gain of 14.89% to date . 
Northcote,3070 was ranked 642 in Australia by increase in median property value over the quarter.
When looking to buy, or assessing what properties are really achieving at sale, it's essential for property investors to take into account what discounts are being offered in Northcote, 3070.  Typically our figures indicate that -2.27% is being offered, which puts this VIC suburb at 2188th most discounted overall in Australia.
Northcote, 3070’s gross rental yield is 5.43%
","$1,705,000",10.41%,14.89%,5.51%
58719,-37.81256485,145.18318180000003,21 Crest Grove,NUNAWADING,19900,0.9824100052074193,30,1,"Over the last year, property investments in Nunawading, 3131 have given investors a capital gain of 8.70%. This compares very badly with the 22.78% for VIC as a whole.
Over the longer term, Nunawading has seen property prices  show investors a 21.95% return over the last 3 years. This is worse than over the last 12 months
Our latest figures would indicate that property sellers in Nunawading are currently offering property investors an average price cut of 0.00% below the asking price at the moment. 
","$1,195,000",13.64%,8.70%,4.25%
81104,-37.988217,145.225926,3 Arnold Court,DANDENONG,19888,1.4346173911067999,45,1,"Dandenong is an average performer in VIC when comparing  median price capital growth over the last year. Dandenong gave property investors  a  average capital gain  figure when compared to the rest of the state, with 24.24%.
If we look at median property appreciation over just the last three months, Dandenong has given property investors a paper return of 10.81%. This puts Suburb as 358 on a list of fastest fasting appreciating suburbs in VIC
LACK OF BUYER INTEREST may well be the reason that Dandenong  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 36th in terms of most discounted suburbs in VIC
","$690,000",10.81%,24.24%,1.81%
9622,-37.847381,144.722336,69 James Cook Drive,TRUGANINA,46468,3.33679744216724,Not available,0,"Truganina  has had a pretty good year for property investment returns compared to the rest of VIC, giving investors a capital gain of 25.58% to date . 
Truganina,3029 was ranked 367 in Australia by increase in median property value over the quarter.
Vendor discounting in Truganina is giving property investors an average Vendor Discount of around -3.99%. This puts suburb at number 188th in VIC when ranking the most discounted suburbs.
Advertised rents are around the  $470 mark per week – giving a return of 3.62% based on the median price in Suburb
","$600,000",13.92%,25.58%,8.03%
55356,-37.84283066,145.0940094,24 Thomas Street,CAMBERWELL,19849,1.5338834716412777,25,1,"Over the last year, property investments in Camberwell, 3124 have given investors a capital gain of 21.99%. This compares averagely with the 22.78% for VIC as a whole.
Camberwell,3124 was ranked 708 in Australia by increase in median property value over the quarter.
Property buyers and investors in Camberwell 3124 should be seeing an average reduction in asking price of around 0.00% . This means that Camberwell is holding prices well when compared to other suburbs in VIC.
At number 4494 in a list of fastest selling suburbs, Camberwell is in the bottom 20% of suburbs in Australia with an average of days on market 79.2308 for properties listed there.
A  $1100 per week rent on the median house gives suburb investors a gross yield of circa 1.51%, without taking into account capital value appreciation, which has been averaging out at  9.96%.
","$2,500,000",9.99%,21.99%,9.96%
18261,-37.692212,144.925225,159 Widford Street,BROADMEADOWS,20031,0.8873668967320851,30,1,"Broadmeadows, 3047 ranked 360th in VIC when comparing growth in median property values or capital gain over the last 12 months. Broadmeadows is one of 2099 in our list for VIC
When looking at the potential capital gains offered to property investors over the last 3 years, Broadmeadows comes in at number 205th in VIC.
The most recent median price for Broadmeadows is $590000, with sellers offering an average of 0.00% off the asking price.
The VIC suburb of Broadmeadows, 3047 is in the  Hume (C) local government area.
","$590,000",10.92%,24.88%,5.75%
27782,-37.598997,144.913221,8 Jirrahlinga Terrace,CRAIGIEBURN,40221,2.673100866259789,40,1,"At number 984th in the list of Australian suburbs  ordered by increase in median house value over the last year,  Craigieburn, 3064 is in the top 20% with a property value increase of 25.00% recorded in median house prices.
If we look at median property appreciation over just the last three months, Craigieburn has given property investors a paper return of 11.00%. This puts Suburb as 333 on a list of fastest fasting appreciating suburbs in VIC
Property buyers and investors in Craigieburn 3064 should be seeing an average reduction in asking price of around 0.00% . This means that Craigieburn is holding prices well when compared to other suburbs in VIC.
Often selling an investment property can take time, and in Craigieburn the average time real estate has been on the market is 0 days.
Using the current median advertised rental of  $880 and the average annual increase in value of a median property of  10.45%, investors should hope to achieve an overall return of 7.53%
","$608,000",11.00%,25.00%,10.45%
60788,-37.842897,145.196126,5 Bellbird Crescent,VERMONT,19900,2.7943161490448136,30,1,"With a capital gain of 49.97% for the last 12 months, Vermont, 3133 has  performed  for property investments than its average annual 9.23% property  growth over the last 5 years.
Vermont,3133 has offered an average of 49.97% return per annum in house price rises to property investors over the last three years.
Property buyers and investors in Vermont 3133 should be seeing an average reduction in asking price of around -6.16% . This means that Vermont is holding prices well when compared to other suburbs in VIC.
In the last year 121 properties changed hands in Vermont, which puts it as the 253th most active market in VIC when comparing the number of sales per suburb.
","$1,180,000",13.64%,49.97%,9.23%
62159,-37.771157,145.251289,6 Sandhurst Grove,WARRANWOOD,19878,3.735471290118506,41,1,"Warranwood is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Warranwood gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with -29.30%.
The five-year average increase in median property values for Warranwood,3134 has given property investors a potential capital gain of -19.67% across each of those five years.
State is the 6th most discounted Australian state or territory in this month’s figures with an average Vendor Discount of -1.95% offered to property buyers. Sellers in Warranwood itself are offering an average vendor discount of  -5.61% to real estate investors.
Residents and property investors in Warranwood have been waiting around 53.3684 days to sell a property.
The VIC suburb of Warranwood, 3134 is in the  Maroondah (C) local government area.
","$1,100,000",11.61%,-29.30%,1.66%
93574,-37.98774,145.087999,61A Evan Street,PARKDALE,19864,1.1839695621787796,44,1,"If you compare the increase in value of investment property in  Parkdale, 3195  to the rest of Australia, it performed quite well. The median increase in value, or capital gain property investors experienced for this VIC suburb was 21.36%.
Parkdale,3195 was ranked 571 in Australia by increase in median property value over the quarter.
Our latest figures would indicate that property sellers in Parkdale are currently offering property investors an average price cut of 0.00% below the asking price at the moment. 
Renters in Suburb are facing rents around   $17680 per annum or  $340 every week.
","$1,497,500",11.18%,21.36%,8.86%
21024,-37.756853,144.97305500000004,31 Grant Street,BRUNSWICK,19966,1.0230776849090526,21,1,"At number 274th in the list of Australian suburbs  ordered by increase in median house value over the last year,  Brunswick, 3056 is in the top 10% with a property value increase of 36.49% recorded in median house prices.
A 53.19% growth in median value for property investors in Brunswick,3056 puts this suburb at number 209th in terms of best performing suburbs in VIC
Property buyers and investors in Brunswick 3056 should be seeing an average reduction in asking price of around -2.97% . This means that Brunswick is holding prices well when compared to other suburbs in VIC.
Residents and property investors in Brunswick have been waiting around 16.0225 days to sell a property.
Renters in Suburb are facing rents around   $20800 per annum or  $400 every week.
","$1,320,000",12.50%,36.49%,10.00%
